Date,Sales_USD_cumsum,Number_of_Sales_cumsum,Active_Market_Wallets_cumsum,Primary_Sales_cumsum,Secondary_Sales_cumsum,AverageUSD_cum,Sales_USD,Number_of_Sales,Active_Market_Wallets,Primary_Sales
18-06-2018,48389995.66,1356983,78825,899446,600,35.66,95030.39,2755,72,2155
19-06-2018,48481896.33,1359747,78985,901598,612,35.66,91900.67,2764,160,2152
20-06-2018,48526324.15,1361722,79057,902956,617,35.64,44427.82,1975,72,1358
21-06-2018,48589762.88,1364811,79278,905454,591,35.6,63438.73,3089,221,2498
22-06-2018,48647925.94,1370048,79430,909819,872,35.51,58163.06,5237,152,4365
23-06-2018,48693978.28,1373076,79542,912153,694,35.46,46052.34,3028,112,2334
24-06-2018,48746630.21,1376119,79615,914598,598,35.42,52651.93,3043,73,2445
25-06-2018,48790677.44,1378693,79734,916558,614,35.39,44047.23,2574,119,1960
26-06-2018,48829374.18,1381017,79806,918285,597,35.36,38696.74,2324,72,1727
27-06-2018,48864600.86,1383445,79861,920124,589,35.32,35226.68,2428,55,1839
28-06-2018,48904526.83,1386078,79920,922181,576,35.28,39925.97,2633,59,2057
29-06-2018,48962971.71,1389376,79985,924757,722,35.24,58444.88,3298,65,2576
30-06-2018,48996056.49,1391798,80041,926823,356,35.2,33084.78,2422,56,2066
01-07-2018,49014444.34,1393131,80123,927895,261,35.18,18387.85,1333,82,1072
02-07-2018,49031680.8,1393830,80161,928468,126,35.18,17236.46,699,38,573
03-07-2018,49060711.56,1394455,80198,928929,164,35.18,29030.76,625,37,461
04-07-2018,49164174.19,1395210,80248,929538,146,35.24,103462.63,755,50,609
05-07-2018,49196814.31,1396218,80337,930241,305,35.24,32640.12,1008,89,703
06-07-2018,49219183.28,1397934,80384,931733,224,35.21,22368.97,1716,47,1492
07-07-2018,49235862.46,1399200,80448,932861,138,35.19,16679.18,1266,64,1128
08-07-2018,49255536.61,1400985,80511,934308,338,35.16,19674.15,1785,63,1447
09-07-2018,49289919.05,1403782,80570,936718,387,35.11,34382.44,2797,59,2410
10-07-2018,49321785.78,1405829,80629,938389,376,35.08,31866.73,2047,59,1671
11-07-2018,49361863.49,1408250,80697,940181,629,35.05,40077.71,2421,68,1792
12-07-2018,49404804.19,1411238,80760,942656,513,35.01,42940.7,2988,63,2475
13-07-2018,49450674.52,1415058,80869,945996,480,34.95,45870.33,3820,109,3340
14-07-2018,49469360.25,1416674,80891,947376,236,34.92,18685.73,1616,22,1380
15-07-2018,49501242.23,1418158,80993,948532,328,34.91,31881.98,1484,102,1156
16-07-2018,49554757.78,1420343,81018,950270,447,34.89,53515.55,2185,25,1738
17-07-2018,49596095.44,1422267,81103,951687,507,34.87,41337.66,1924,85,1417
18-07-2018,49645130.19,1424149,81187,953053,516,34.86,49034.75,1882,84,1366
19-07-2018,49681412.24,1426452,81254,954535,821,34.83,36282.05,2303,67,1482
20-07-2018,49709860.21,1428362,81368,955760,685,34.8,28447.97,1910,114,1225
21-07-2018,49740413.23,1430621,81479,957546,473,34.77,30553.02,2259,111,1786
22-07-2018,49792800.19,1432913,81562,959258,580,34.75,52386.96,2292,83,1712
23-07-2018,49837740.95,1435461,81719,960960,846,34.72,44940.76,2548,157,1702
24-07-2018,49890441.26,1437382,81819,962297,584,34.71,52700.31,1921,100,1337
25-07-2018,49932226.62,1439883,81947,964291,507,34.68,41785.36,2501,128,1994
26-07-2018,49975458.58,1443320,81965,967079,649,34.63,43231.96,3437,18,2788
27-07-2018,50391373,1447472,82098,970559,672,34.81,415914.42,4152,133,3480
28-07-2018,51288927.14,1450619,82165,973140,566,35.36,897554.14,3147,67,2581
29-07-2018,51319966.18,1452867,82242,974832,556,35.32,31039.04,2248,77,1692
30-07-2018,51493998.7,1454729,82284,976202,492,35.4,174032.52,1862,42,1370
31-07-2018,51588237.34,1456803,82476,977733,543,35.41,94238.64,2074,192,1531
01-08-2018,51622536.12,1459364,82618,979808,486,35.37,34298.78,2561,142,2075
02-08-2018,51855533.93,1461733,82742,981521,656,35.48,232997.81,2369,124,1713
03-08-2018,51902035.76,1463510,82858,982718,580,35.46,46501.83,1777,116,1197
04-08-2018,51955942.11,1465523,82969,984061,670,35.45,53906.35,2013,111,1343
05-08-2018,52013885.26,1467370,83144,985203,705,35.45,57943.15,1847,175,1142
06-08-2018,52058341.66,1468991,83238,986190,634,35.44,44456.4,1621,94,987
07-08-2018,52111376.74,1470412,83337,987121,490,35.44,53035.08,1421,99,931
08-08-2018,52145793.85,1471896,83350,988307,298,35.43,34417.11,1484,13,1186
09-08-2018,52179146.27,1473305,83397,989380,336,35.42,33352.42,1409,47,1073
10-08-2018,52200526.77,1474796,83458,990444,427,35.4,21380.5,1491,61,1064
11-08-2018,52221264.28,1476667,83472,991731,584,35.36,20737.51,1871,14,1287
12-08-2018,52243346.07,1478828,83518,993256,636,35.33,22081.79,2161,46,1525
13-08-2018,52272665.12,1481079,83582,994908,599,35.29,29319.05,2251,64,1652
14-08-2018,52347431.21,1483787,83741,996912,704,35.28,74766.09,2708,159,2004
15-08-2018,52408136.43,1486801,83893,999300,626,35.25,60705.22,3014,152,2388
16-08-2018,52457071.92,1490457,84068,1002199,757,35.2,48935.49,3656,175,2899
17-08-2018,52514431.46,1495526,84174,1006446,822,35.11,57359.54,5069,106,4247
18-08-2018,52606380.54,1502048,84306,1011445,1523,35.02,91949.08,6522,132,4999
19-08-2018,52681953.36,1509124,84381,1017362,1159,34.91,75572.82,7076,75,5917
20-08-2018,52730941.64,1512738,84443,1019967,1009,34.86,48988.28,3614,62,2605
21-08-2018,52813208.57,1516321,84586,1022615,935,34.83,82266.93,3583,143,2648
22-08-2018,52864378.19,1518857,84612,1024551,600,34.81,51169.62,2536,26,1936
23-08-2018,52964607.79,1522986,84763,1027745,935,34.78,100229.6,4129,151,3194
24-08-2018,53058341.61,1528251,84883,1031951,1059,34.72,93733.82,5265,120,4206
25-08-2018,53216321.42,1533160,84939,1035765,1095,34.71,157979.81,4909,56,3814
26-08-2018,53265502.95,1536846,84956,1038734,717,34.66,49181.53,3686,17,2969
27-08-2018,53328579.16,1541768,85022,1042938,718,34.59,63076.21,4922,66,4204
28-08-2018,53407141.02,1545875,85109,1046200,845,34.55,78561.86,4107,87,3262
29-08-2018,53476130.33,1550821,85177,1050082,1064,34.48,68989.31,4946,68,3882
30-08-2018,53542806.12,1559094,85268,1057193,1162,34.34,66675.79,8273,91,7111
31-08-2018,53623117.06,1569546,85412,1066503,1142,34.16,80310.94,10452,144,9310
01-09-2018,53701147.27,1578974,85480,1074803,1128,34.01,78030.21,9428,68,8300
02-09-2018,53776207.98,1586928,85624,1081683,1074,33.89,75060.71,7954,144,6880
03-09-2018,53851853.9,1594187,85754,1087945,997,33.78,75645.92,7259,130,6262
04-09-2018,54077886.64,1599129,85807,1091980,907,33.82,226032.74,4942,53,4035
05-09-2018,54172206.86,1604677,86004,1096348,1180,33.76,94320.22,5548,197,4368
06-09-2018,54223906.76,1611915,86228,1102216,1370,33.64,51699.9,7238,224,5868
07-09-2018,54299749.3,1619844,86368,1108561,1584,33.52,75842.54,7929,140,6345
08-09-2018,54397820.09,1625944,86477,1113263,1398,33.46,98070.79,6100,109,4702
09-09-2018,54486010.93,1635097,86594,1120659,1757,33.32,88190.84,9153,117,7396
10-09-2018,54636180.7,1643150,86712,1127368,1344,33.25,150169.77,8053,118,6709
11-09-2018,54716582.59,1654050,86842,1136543,1725,33.08,80401.89,10900,130,9175
12-09-2018,54876284,1663880,86917,1144700,1673,32.98,159701.41,9830,75,8157
13-09-2018,55039580.33,1668330,87027,1147820,1330,32.99,163296.33,4450,110,3120
14-09-2018,55186617.09,1673099,87189,1151204,1385,32.98,147036.76,4769,162,3384
15-09-2018,55289902.56,1676897,87265,1153933,1069,32.97,103285.47,3798,76,2729
16-09-2018,55466897.38,1680119,87321,1156315,840,33.01,176994.82,3222,56,2382
17-09-2018,55535068.99,1683981,87371,1159333,844,32.98,68171.61,3862,50,3018
18-09-2018,55623676.77,1688232,87468,1162469,1115,32.95,88607.78,4251,97,3136
19-09-2018,55740032.7,1693587,87520,1166854,970,32.91,116355.93,5355,52,4385
20-09-2018,55838640.14,1698004,87566,1170487,784,32.88,98607.44,4417,46,3633
21-09-2018,55996549.93,1703324,87709,1175030,777,32.87,157909.79,5320,143,4543
22-09-2018,56063748.65,1710418,87810,1181254,870,32.78,67198.72,7094,101,6224
23-09-2018,56267825.44,1715933,87866,1185826,943,32.79,204076.79,5515,56,4572
24-09-2018,56353468.71,1720796,87989,1189734,955,32.75,85643.27,4863,123,3908
25-09-2018,56418559.78,1725574,88205,1193458,1054,32.7,65091.07,4778,216,3724
26-09-2018,56499822.24,1731457,88450,1198283,1058,32.63,81262.46,5883,245,4825
27-09-2018,56602775.82,1737688,88586,1203310,1204,32.57,102953.58,6231,136,5027
28-09-2018,56652339.12,1741348,88642,1206115,855,32.53,49563.3,3660,56,2805
29-09-2018,56736513.8,1745618,88696,1209481,904,32.5,84174.68,4270,54,3366
30-09-2018,56788384.61,1750614,88792,1213643,834,32.44,51870.81,4996,96,4162
01-10-2018,56860505.47,1755013,88880,1217442,600,32.4,72120.86,4399,88,3799
02-10-2018,56948313.26,1758146,88947,1219945,630,32.39,87807.79,3133,67,2503
03-10-2018,57104588.95,1761914,89009,1222942,771,32.41,156275.69,3768,62,2997
04-10-2018,57223799.89,1766257,89145,1226548,737,32.4,119210.94,4343,136,3606
05-10-2018,57340760.42,1773680,89210,1232855,1116,32.33,116960.53,7423,65,6307
06-10-2018,57415716.48,1778139,89271,1236503,811,32.29,74956.06,4459,61,3648
07-10-2018,57498904.02,1782636,89343,1240021,979,32.25,83187.54,4497,72,3518
08-10-2018,57559105.27,1786882,89403,1243343,924,32.21,60201.25,4246,60,3322
09-10-2018,57633310.44,1790582,89491,1246166,877,32.19,74205.17,3700,88,2823
10-10-2018,57723978.52,1794903,89531,1249497,990,32.16,90668.08,4321,40,3331
11-10-2018,57864510.29,1801199,89588,1254864,929,32.13,140531.77,6296,57,5367
12-10-2018,58034342.26,1805898,89637,1258681,882,32.14,169831.97,4699,49,3817
13-10-2018,58163166.35,1809861,89713,1261753,891,32.14,128824.09,3963,76,3072
14-10-2018,58232911.14,1813176,89752,1264343,725,32.12,69744.79,3315,39,2590
15-10-2018,58327147.54,1816292,89793,1266732,727,32.11,94236.4,3116,41,2389
16-10-2018,58379201.36,1819660,89843,1269220,880,32.08,52053.82,3368,50,2488
17-10-2018,58464818.43,1825180,89903,1273728,1012,32.03,85617.07,5520,60,4508
18-10-2018,58563826.65,1828667,89941,1276324,891,32.03,99008.22,3487,38,2596
19-10-2018,58643222.77,1836752,89987,1282953,1456,31.93,79396.12,8085,46,6629
20-10-2018,58694350.58,1841417,90076,1286648,970,31.87,51127.81,4665,89,3695
21-10-2018,58741979.49,1846914,90162,1291333,812,31.81,47628.91,5497,86,4685
22-10-2018,58929423.01,1851138,90176,1294911,646,31.83,187443.52,4224,14,3578
23-10-2018,59025498.48,1856343,90229,1299229,887,31.8,96075.47,5205,53,4318
24-10-2018,59118350.4,1860632,90322,1302432,1086,31.77,92851.92,4289,93,3203
25-10-2018,59178319.52,1864187,90377,1305186,801,31.74,59969.12,3555,55,2754
26-10-2018,59231988.5,1868774,90420,1308998,775,31.7,53668.98,4587,43,3812
27-10-2018,59290179.67,1874218,90485,1313503,939,31.63,58191.17,5444,65,4505
28-10-2018,59351563.48,1878507,90518,1316888,904,31.6,61383.81,4289,33,3385
29-10-2018,59414410.71,1882794,90585,1320378,797,31.56,62847.23,4287,67,3490
30-10-2018,59542214.77,1886604,90661,1323385,803,31.56,127804.06,3810,76,3007
31-10-2018,59582688.2,1890349,90788,1326244,886,31.52,40473.43,3745,127,2859
01-11-2018,59688541.63,1894297,90928,1329155,1037,31.51,105853.43,3948,140,2911
02-11-2018,59809828.56,1898141,91024,1332021,978,31.51,121286.93,3844,96,2866
03-11-2018,59857476.89,1902763,91134,1335766,877,31.46,47648.33,4622,110,3745
04-11-2018,59916019.82,1907486,91303,1339473,1016,31.41,58542.93,4723,169,3707
05-11-2018,60190689.67,1911939,91398,1342973,953,31.48,274669.85,4453,95,3500
06-11-2018,60290359.8,1915719,91493,1345838,915,31.47,99670.13,3780,95,2865
07-11-2018,60427918.76,1920902,91521,1350305,716,31.46,137558.96,5183,28,4467
08-11-2018,60530995.67,1924658,91603,1353107,954,31.45,103076.91,3756,82,2802
09-11-2018,60609875.87,1928212,91694,1355764,897,31.43,78880.2,3554,91,2657
10-11-2018,60676390.56,1932294,91779,1359041,805,31.4,66514.69,4082,85,3277
11-11-2018,60908697.46,1936432,91870,1362450,729,31.45,232306.9,4138,91,3409
12-11-2018,61005429.96,1940417,91929,1365604,831,31.44,96732.5,3985,59,3154
13-11-2018,61164733.9,1945734,91960,1369867,1054,31.44,159303.94,5317,31,4263
14-11-2018,61301965.86,1951214,92142,1374276,1071,31.42,137231.96,5480,182,4409
15-11-2018,61427120.23,1961455,92207,1382991,1526,31.32,125154.37,10241,65,8715
16-11-2018,61519551.61,1968039,92292,1388442,1133,31.26,92431.38,6584,85,5451
17-11-2018,61559202.57,1972914,92344,1392405,912,31.2,39650.96,4875,52,3963
18-11-2018,61617357.56,1977537,92403,1395987,1041,31.16,58154.99,4623,59,3582
19-11-2018,61720238.34,1981626,92444,1399310,766,31.15,102880.78,4089,41,3323
20-11-2018,61789716.25,1985658,92529,1402535,807,31.12,69477.91,4032,85,3225
21-11-2018,61830565.89,1992093,92592,1407972,998,31.04,40849.64,6435,63,5437
22-11-2018,61883785.87,1998720,92671,1413469,1130,30.96,53219.98,6627,79,5497
23-11-2018,61953203.85,2003332,92743,1417160,921,30.93,69417.98,4612,72,3691
24-11-2018,62002092.44,2007876,92776,1420876,828,30.88,48888.59,4544,33,3716
25-11-2018,62033880.91,2013057,92831,1425250,807,30.82,31788.47,5181,55,4374
26-11-2018,62084745.31,2019035,93016,1430082,1146,30.75,50864.4,5978,185,4832
27-11-2018,62130054.74,2025173,93116,1435167,1053,30.68,45309.43,6138,100,5085
28-11-2018,62180092.76,2030302,93179,1439282,1014,30.63,50038.02,5129,63,4115
29-11-2018,62278317.67,2034929,93388,1443003,906,30.6,98224.91,4627,209,3721
30-11-2018,62382590.19,2041032,93544,1448115,991,30.56,104272.52,6103,156,5112
01-12-2018,62441696.44,2051912,93645,1457577,1418,30.43,59106.25,10880,101,9462
02-12-2018,62496110.85,2059399,93727,1464097,967,30.35,54414.41,7487,82,6520
03-12-2018,62531513.97,2066608,93806,1470172,1134,30.26,35403.12,7209,79,6075
04-12-2018,62575689.6,2072935,93904,1475495,1004,30.19,44175.63,6327,98,5323
05-12-2018,62632739.09,2086659,94055,1480117,9102,30.02,57049.49,13724,151,4622
06-12-2018,62667949.84,2092303,94108,1484606,1155,29.95,35210.75,5644,53,4489
07-12-2018,62702239.02,2098744,94241,1488770,2277,29.88,34289.18,6441,133,4164
08-12-2018,62765273.8,2103033,94309,1491330,1729,29.85,63034.78,4289,68,2560
09-12-2018,62808412.67,2107508,94356,1494607,1198,29.8,43138.87,4475,47,3277
10-12-2018,62839316.64,2110623,94425,1496611,1111,29.77,30903.97,3115,69,2004
11-12-2018,63006328.98,2114185,94518,1499160,1013,29.8,167012.34,3562,93,2549
12-12-2018,63884107.09,2118289,94656,1502165,1099,30.16,877778.11,4104,138,3005
13-12-2018,63928454.31,2123666,94716,1506480,1062,30.1,44347.22,5377,60,4315
14-12-2018,64112198.14,2128526,94771,1510161,1179,30.12,183743.83,4860,55,3681
15-12-2018,64225983.89,2134964,94865,1515336,1263,30.08,113785.75,6438,94,5175
16-12-2018,64420264.58,2141005,94931,1520269,1108,30.09,194280.69,6041,66,4933
17-12-2018,64474344.94,2145721,94962,1524147,838,30.05,54080.36,4716,31,3878
18-12-2018,64537597.91,2149491,95059,1527028,889,30.02,63252.97,3770,97,2881
19-12-2018,64926900.97,2153566,95075,1530167,936,30.15,389303.06,4075,16,3139
20-12-2018,65997500.34,2158541,95198,1534066,1076,30.58,1070599.37,4975,123,3899
21-12-2018,68889504.9,2165676,95479,1540335,866,31.81,2892004.56,7135,281,6269
22-12-2018,69488604.59,2169700,95605,1543488,871,32.03,599099.69,4024,126,3153
23-12-2018,70669689.7,2176718,95832,1549424,1082,32.47,1181085.11,7018,227,5936
24-12-2018,70739685.86,2180666,95914,1552450,922,32.44,69996.16,3948,82,3026
25-12-2018,70806581.14,2183839,95963,1554823,800,32.42,66895.28,3173,49,2373
26-12-2018,70832422.01,2186801,96017,1556988,797,32.39,25840.87,2962,54,2165
27-12-2018,70860969.07,2189680,96083,1559132,735,32.36,28547.06,2879,66,2144
28-12-2018,70920253.29,2192927,96148,1561484,895,32.34,59284.22,3247,65,2352
29-12-2018,70945507.22,2196075,96198,1563703,929,32.31,25253.93,3148,50,2219
30-12-2018,71006481.34,2199161,96299,1566077,712,32.29,60974.12,3086,101,2374
31-12-2018,71063015.13,2202516,96340,1568691,741,32.26,56533.79,3355,41,2614
01-01-2019,71084245.9,2204983,96401,1570448,710,32.24,21230.77,2467,61,1757
02-01-2019,71112148.03,2207674,96543,1572367,772,32.21,27902.13,2691,142,1919
03-01-2019,71157226.93,2210421,96629,1574293,821,32.19,45078.9,2747,86,1926
04-01-2019,71210196.75,2213169,96708,1576256,785,32.18,52969.82,2748,79,1963
05-01-2019,71239505.57,2216027,96772,1578368,746,32.15,29308.82,2858,64,2112
06-01-2019,71972763.02,2218787,96808,1580287,841,32.44,733257.45,2760,36,1919
07-01-2019,72010045.21,2221937,96880,1582468,969,32.41,37282.19,3150,72,2181
08-01-2019,72065939.91,2224317,96947,1584071,777,32.4,55894.7,2380,67,1603
09-01-2019,72107046.22,2226839,96967,1585846,747,32.38,41106.31,2522,20,1775
10-01-2019,72152598.17,2230760,97078,1588152,1615,32.34,45551.95,3921,111,2306
11-01-2019,72212785.54,2238886,97162,1594503,1775,32.25,60187.37,8126,84,6351
12-01-2019,72283540.32,2244791,97213,1599188,1220,32.2,70754.78,5905,51,4685
13-01-2019,72373794.08,2250398,97285,1603393,1402,32.16,90253.76,5607,72,4205
14-01-2019,72466168.57,2254864,97333,1606678,1181,32.14,92374.49,4466,48,3285
15-01-2019,72498325.23,2259130,97491,1609906,1038,32.09,32156.66,4266,158,3228
16-01-2019,72557491.78,2263535,97572,1613309,1002,32.05,59166.55,4405,81,3403
17-01-2019,72602799.4,2267327,97596,1615954,1147,32.02,45307.62,3792,24,2645
18-01-2019,72660144.44,2271844,97654,1619401,1070,31.98,57345.04,4517,58,3447
19-01-2019,72701694.99,2276122,97850,1622413,1266,31.94,41550.55,4278,196,3012
20-01-2019,72766620.5,2280868,97931,1625509,1650,31.9,64925.51,4746,81,3096
21-01-2019,72800019.01,2285133,97979,1628546,1228,31.86,33398.51,4265,48,3037
22-01-2019,72824024.82,2287656,98072,1630166,903,31.83,24005.81,2523,93,1620
23-01-2019,72851666.88,2290710,98182,1632119,1101,31.8,27642.06,3054,110,1953
24-01-2019,72880060.35,2294557,98310,1635004,962,31.76,28393.47,3847,128,2885
25-01-2019,72925789.62,2297884,98470,1637195,1136,31.74,45729.27,3327,160,2191
26-01-2019,72962164.94,2305409,98595,1643078,1642,31.65,36375.32,7525,125,5883
27-01-2019,73024230.14,2312360,98674,1648670,1359,31.58,62065.2,6951,79,5592
28-01-2019,73084258.27,2317015,98824,1652132,1193,31.54,60028.13,4655,150,3462
29-01-2019,73110408.55,2320337,98875,1654275,1179,31.51,26150.28,3322,51,2143
30-01-2019,74000187.38,2323722,98963,1656527,1133,31.85,889778.83,3385,88,2252
31-01-2019,74028029.16,2326709,98991,1658609,905,31.82,27841.78,2987,28,2082
01-02-2019,74060083.34,2330595,99114,1661196,1299,31.78,32054.18,3886,123,2587
02-02-2019,74096598.53,2334745,99288,1664332,1014,31.74,36515.19,4150,174,3136
03-02-2019,74137319.98,2339478,99489,1667842,1223,31.69,40721.45,4733,201,3510
04-02-2019,74170174.56,2342756,99579,1670014,1106,31.66,32854.58,3278,90,2172
05-02-2019,74224445.86,2345756,99711,1672003,1011,31.64,54271.3,3000,132,1989
06-02-2019,74277798.17,2348315,99851,1673658,904,31.63,53352.31,2559,140,1655
07-02-2019,74312509.58,2351163,100019,1675646,860,31.61,34711.41,2848,168,1988
08-02-2019,74340995.67,2354362,100128,1678059,786,31.58,28486.09,3199,109,2413
09-02-2019,74367152.12,2360413,100229,1682709,1401,31.51,26156.45,6051,101,4650
10-02-2019,74421249.8,2366101,100284,1687081,1316,31.45,54097.68,5688,55,4372
11-02-2019,74467346.39,2370703,100334,1690229,1454,31.41,46096.59,4602,50,3148
12-02-2019,74494735.11,2374606,100399,1692846,1286,31.37,27388.72,3903,65,2617
13-02-2019,74521207.47,2378405,100451,1695328,1317,31.33,26472.36,3799,52,2482
14-02-2019,74554007.76,2383094,100490,1698793,1224,31.28,32800.29,4689,39,3465
15-02-2019,74587946.34,2386801,100593,1701360,1140,31.25,33938.58,3707,103,2567
16-02-2019,74617141.31,2393432,100806,1706543,1448,31.18,29194.97,6631,213,5183
17-02-2019,74677854.24,2398695,100980,1710316,1490,31.13,60712.93,5263,174,3773
18-02-2019,74715625.7,2403185,101017,1713626,1180,31.09,37771.46,4490,37,3310
19-02-2019,74775724.3,2405816,101086,1715209,1048,31.08,60098.6,2631,69,1583
20-02-2019,74835000.17,2408851,101136,1717054,1190,31.07,59275.87,3035,50,1845
21-02-2019,74889040.67,2412505,101189,1719281,1427,31.04,54040.5,3654,53,2227
22-02-2019,74931254.29,2416910,101263,1722334,1352,31,42213.62,4405,74,3053
23-02-2019,74969026.08,2421834,101291,1725792,1466,30.96,37771.79,4924,28,3458
24-02-2019,75002523.71,2425881,101333,1728891,948,30.92,33497.63,4047,42,3099
25-02-2019,75042630.38,2430067,101412,1732131,946,30.88,40106.67,4186,79,3240
26-02-2019,75099164.27,2434586,101554,1735672,978,30.85,56533.89,4519,142,3541
27-02-2019,75157019.14,2437462,101787,1737547,1001,30.83,57854.87,2876,233,1875
28-02-2019,75201432.41,2439974,101853,1739048,1011,30.82,44413.27,2512,66,1501
01-03-2019,75257595.51,2443706,101968,1741536,1244,30.8,56163.1,3732,115,2488
02-03-2019,75352948.62,2449247,102040,1745566,1511,30.77,95353.11,5541,72,4030
03-03-2019,75413891.08,2456201,102125,1751027,1493,30.7,60942.46,6954,85,5461
04-03-2019,75504106.78,2461409,102221,1755081,1154,30.68,90215.7,5208,96,4054
05-03-2019,75601210.87,2466233,102337,1758634,1271,30.65,97104.09,4824,116,3553
06-03-2019,75669780.25,2471446,102398,1762474,1373,30.62,68569.38,5213,61,3840
07-03-2019,75727898.88,2477163,102513,1767033,1158,30.57,58118.63,5717,115,4559
08-03-2019,75807106.09,2483787,102560,1772142,1515,30.52,79207.21,6624,47,5109
09-03-2019,75876420.9,2490044,102702,1776986,1413,30.47,69314.81,6257,142,4844
10-03-2019,75957360.52,2494791,102805,1780434,1299,30.45,80939.62,4747,103,3448
11-03-2019,76010523.31,2498854,102897,1783057,1440,30.42,53162.79,4063,92,2623
12-03-2019,76120706.31,2503351,103049,1785965,1589,30.41,110183,4497,152,2908
13-03-2019,76182591,2507321,103100,1788629,1306,30.38,61884.69,3970,51,2664
14-03-2019,76259385.51,2511237,103293,1791316,1229,30.37,76794.51,3916,193,2687
15-03-2019,76329897.81,2515848,103393,1794333,1594,30.34,70512.3,4611,100,3017
16-03-2019,76392724.78,2523290,103471,1800103,1672,30.28,62826.97,7442,78,5770
17-03-2019,76476659.62,2529944,103592,1805319,1438,30.23,83934.84,6654,121,5216
18-03-2019,76549574.89,2535233,103687,1809358,1250,30.19,72915.27,5289,95,4039
19-03-2019,76616901.83,2540306,103795,1813084,1347,30.16,67326.94,5073,108,3726
20-03-2019,76683477.09,2545242,103867,1816588,1432,30.13,66575.26,4936,72,3504
21-03-2019,76737721.25,2549747,103992,1819428,1665,30.1,54244.16,4505,125,2840
22-03-2019,76792987.42,2554740,104152,1822756,1665,30.06,55266.17,4993,160,3328
23-03-2019,76872436.21,2560884,104233,1827534,1366,30.02,79448.79,6144,81,4778
24-03-2019,76964160.38,2567209,104315,1832471,1388,29.98,91724.17,6325,82,4937
25-03-2019,77028738.03,2572519,104452,1836276,1505,29.94,64577.65,5310,137,3805
26-03-2019,77110114.36,2577376,104542,1839514,1619,29.92,81376.33,4857,90,3238
27-03-2019,77161783.64,2581878,104642,1842579,1437,29.89,51669.28,4502,100,3065
28-03-2019,77277217.16,2586038,104790,1845212,1527,29.88,115433.52,4160,148,2633
29-03-2019,77390279.78,2612747,105032,1870433,1488,29.62,113062.62,26709,242,25221
30-03-2019,77462293.56,2622364,105226,1878147,1903,29.54,72013.78,9617,194,7714
31-03-2019,77540651.63,2633236,105248,1887022,1997,29.45,78358.07,10872,22,8875
01-04-2019,77638970.99,2641329,105339,1893672,1443,29.39,98319.36,8093,91,6650
02-04-2019,77757668.33,2646808,105527,1897689,1462,29.38,118697.34,5479,188,4017
03-04-2019,77827960.32,2651123,105664,1900910,1094,29.36,70291.99,4315,137,3221
04-04-2019,77919857.11,2654992,105789,1903572,1207,29.35,91896.79,3869,125,2662
05-04-2019,77995759.42,2658733,105857,1906242,1071,29.34,75902.31,3741,68,2670
06-04-2019,78052338.48,2663028,105878,1909362,1175,29.31,56579.06,4295,21,3120
07-04-2019,78118993.84,2667100,105959,1912386,1048,29.29,66655.36,4072,81,3024
08-04-2019,78180400.53,2670017,106087,1914345,958,29.28,61406.69,2917,128,1959
09-04-2019,78243297.34,2673380,106183,1916778,930,29.27,62896.81,3363,96,2433
10-04-2019,78297613.12,2676939,106262,1919469,868,29.25,54315.78,3559,79,2691
11-04-2019,78359844.62,2680019,106420,1921744,805,29.24,62231.5,3080,158,2275
12-04-2019,78434953.47,2683757,106621,1924566,916,29.23,75108.85,3738,201,2822
13-04-2019,78497771.43,2690317,106711,1929866,1260,29.18,62817.96,6560,90,5300
14-04-2019,78542102.33,2697584,106881,1935959,1174,29.12,44330.9,7267,170,6093
15-04-2019,78640649.66,2701361,106955,1938841,895,29.11,98547.33,3777,74,2882
16-04-2019,78700926.4,2705333,107018,1941804,1009,29.09,60276.74,3972,63,2963
17-04-2019,78742424.15,2709730,107091,1945003,1198,29.06,41497.75,4397,73,3199
18-04-2019,78789579.16,2714200,107243,1948292,1181,29.03,47155.01,4470,152,3289
19-04-2019,78842649.08,2719267,107330,1952355,1004,28.99,53069.92,5067,87,4063
20-04-2019,78888576.49,2723943,107424,1955859,1172,28.96,45927.41,4676,94,3504
21-04-2019,78948877.5,2728502,107485,1959444,974,28.93,60301.01,4559,61,3585
22-04-2019,78991331.39,2732488,107540,1962540,890,28.91,42453.89,3986,55,3096
23-04-2019,79041017.91,2736294,107643,1965338,1008,28.89,49686.52,3806,103,2798
24-04-2019,79142835.41,2740146,107728,1968035,1155,28.88,101817.5,3852,85,2697
25-04-2019,79187168.28,2744098,107814,1970985,1002,28.86,44332.87,3952,86,2950
26-04-2019,79237498,2747773,107929,1973767,893,28.84,50329.72,3675,115,2782
27-04-2019,79308856.9,2752420,108029,1977142,1272,28.81,71358.9,4647,100,3375
28-04-2019,79355796.71,2757057,108146,1980571,1208,28.78,46939.81,4637,117,3429
29-04-2019,79395902.39,2760911,108249,1983360,1065,28.76,40105.68,3854,103,2789
30-04-2019,79601602.78,2764992,108383,1986334,1107,28.79,205700.39,4081,134,2974
01-05-2019,79646084.86,2770262,108510,1990272,1332,28.75,44482.08,5270,127,3938
02-05-2019,79715505.04,2775112,108552,1993915,1207,28.73,69420.18,4850,42,3643
03-05-2019,79765510.3,2779295,108697,1997107,991,28.7,50005.26,4183,145,3192
04-05-2019,79809435.31,2784200,108960,2000755,1257,28.67,43925.01,4905,263,3648
